"metric","individual_id","site_id","latitude","longitude","elevation_m","state","species_id","genus","species","common_name","kingdom","phenophase_id","phenophase_description","period","period_start","period_end","last_yes_date","last_yes_doy","next_no_date","days_next_no","n_series","ended_after"
"offset",37574,9860,35.179035,-97.446968,338,"OK",101,"Quercus","macrocarpa","bur oak","Plantae",371,"Breaking leaf buds",6,"2014-01-01","2014-12-31",2014-04-10,100,NA,NA,2,0
"offset",37575,9860,35.179035,-97.446968,338,"OK",101,"Quercus","macrocarpa","bur oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-04-07,97,2014-03-07,334,1,0
"offset",37575,9860,35.179035,-97.446968,338,"OK",101,"Quercus","macrocarpa","bur oak","Plantae",371,"Breaking leaf buds",6,"2014-01-01","2014-12-31",2014-04-10,100,NA,NA,1,0
"offset",37577,9860,35.179035,-97.446968,338,"OK",101,"Quercus","macrocarpa","bur oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-04-08,98,2014-02-27,325,3,0
"offset",37577,9860,35.179035,-97.446968,338,"OK",101,"Quercus","macrocarpa","bur oak","Plantae",371,"Breaking leaf buds",6,"2014-01-01","2014-12-31",2014-04-10,100,NA,NA,2,0
"offset",37686,9609,41.324959,-73.401146,182,"CT",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-01,121,2013-05-10,9,1,0
"offset",37687,9609,41.324959,-73.401146,182,"CT",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-01,121,2013-05-10,9,1,0
"offset",37688,9609,41.324959,-73.401146,182,"CT",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-01,121,2013-05-10,9,1,0
"offset",37902,9930,31.580486,-97.324806,171,"TX",101,"Quercus","macrocarpa","bur oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-17,137,2013-06-15,29,1,0
"offset",38533,10060,42.73381,-90.48497,301,"WI",101,"Quercus","macrocarpa","bur oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-13,133,NA,NA,1,0
"offset",38551,9052,42.73381,-90.48497,301,"WI",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-10,130,NA,NA,1,0
"offset",38564,9930,31.580486,-97.324806,171,"TX",101,"Quercus","macrocarpa","bur oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-07-12,193,2013-08-04,23,2,0
"offset",38565,9930,31.580486,-97.324806,171,"TX",101,"Quercus","macrocarpa","bur oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-17,137,2013-05-30,13,1,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-04-27,117,2014-04-03,341,1,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",6,"2014-01-01","2014-12-31",2014-05-02,122,2014-05-07,5,1,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",7,"2015-01-01","2015-12-31",2015-04-30,120,2015-05-06,6,2,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",8,"2016-01-01","2016-12-31",2016-05-11,132,2016-05-19,8,5,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",9,"2017-01-01","2017-12-31",2017-04-28,118,2017-05-04,6,2,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",10,"2018-01-01","2018-12-31",2018-05-02,122,2018-05-05,3,4,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",11,"2019-01-01","2019-12-31",2019-05-02,122,2019-05-06,4,3,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",14,"2022-01-01","2022-12-31",2022-05-13,133,2022-05-20,7,1,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",15,"2023-01-01","2023-12-31",2023-05-26,146,2023-06-02,7,3,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",16,"2024-01-01","2024-12-31",2024-04-27,118,2024-04-30,3,2,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",17,"2025-01-01","2025-12-31",2025-06-06,157,2025-06-11,5,4,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",18,"2026-01-01","2026-12-31",2026-04-24,114,2026-04-28,4,1,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",5,"2013-01-01","2013-12-31",2013-04-24,114,2014-04-03,344,1,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",6,"2014-01-01","2014-12-31",2014-05-15,135,2014-05-22,7,1,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",7,"2015-01-01","2015-12-31",2015-05-20,140,2015-05-27,7,3,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",10,"2018-01-01","2018-12-31",2018-05-17,137,2018-05-23,6,1,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",11,"2019-01-01","2019-12-31",2019-05-02,122,2019-05-06,4,1,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",15,"2023-01-01","2023-12-31",2023-05-26,146,2023-06-02,7,2,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",17,"2025-01-01","2025-12-31",2025-05-02,122,2025-05-08,6,1,0
"offset",38577,2120,40.863445,-73.876656,25,"NY",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",18,"2026-01-01","2026-12-31",2026-04-24,114,2026-04-28,4,1,0
"offset",38637,10091,42.734161,-90.478462,301,"WI",101,"Quercus","macrocarpa","bur oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-07,127,NA,NA,1,0
"offset",38660,10099,42.734161,-90.478462,301,"WI",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-06,126,NA,NA,1,0
"offset",38729,9871,37.224602,-80.419739,640,"VA",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-05,125,NA,NA,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-03-31,90,2013-04-03,3,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",6,"2014-01-01","2014-12-31",2014-04-06,96,2014-04-09,3,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",7,"2015-01-01","2015-12-31",2015-04-15,105,2015-04-19,4,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",8,"2016-01-01","2016-12-31",2016-05-29,150,2016-06-01,3,3,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",9,"2017-01-01","2017-12-31",2017-03-22,81,2017-03-26,4,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",10,"2018-01-01","2018-12-31",2018-04-01,91,2018-04-04,3,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",11,"2019-01-01","2019-12-31",2019-04-17,107,2019-04-21,4,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",12,"2020-01-01","2020-12-31",2020-03-29,89,2023-01-01,1008,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",15,"2023-01-01","2023-12-31",2023-03-17,76,2023-03-20,3,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",16,"2024-01-01","2024-12-31",2024-03-24,84,2024-03-28,4,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",17,"2025-01-01","2025-12-31",2025-04-09,99,2025-04-13,4,2,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",18,"2026-01-01","2026-12-31",2026-03-18,77,2026-03-22,4,2,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",5,"2013-01-01","2013-12-31",2013-04-06,96,2013-04-10,4,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",6,"2014-01-01","2014-12-31",2014-04-16,106,2014-04-20,4,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",7,"2015-01-01","2015-12-31",2015-04-12,102,2015-04-15,3,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",8,"2016-01-01","2016-12-31",2016-04-03,94,2016-04-06,3,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",9,"2017-01-01","2017-12-31",2017-03-26,85,2017-03-29,3,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",10,"2018-01-01","2018-12-31",2018-04-01,91,2018-04-04,3,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",11,"2019-01-01","2019-12-31",2019-04-10,100,2019-04-17,7,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",12,"2020-01-01","2020-12-31",2020-03-29,89,2023-01-01,1008,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",15,"2023-01-01","2023-12-31",2023-03-20,79,2023-03-23,3,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",16,"2024-01-01","2024-12-31",2024-03-31,91,2024-04-04,4,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",17,"2025-01-01","2025-12-31",2025-04-06,96,2025-04-09,3,1,0
"offset",38987,8418,32.363758,-94.873947,115,"TX",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",18,"2026-01-01","2026-12-31",2026-04-12,102,2026-04-19,7,1,0
"offset",39000,10154,43.784439,-88.787865,306,"WI",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-09,129,NA,NA,1,0
"offset",39504,10219,44.989334,-93.197121,282,"MN",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-12,132,NA,NA,1,0
"offset",39504,10219,44.989334,-93.197121,282,"MN",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",5,"2013-01-01","2013-12-31",2013-05-22,142,NA,NA,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-21,141,2013-05-24,3,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",6,"2014-01-01","2014-12-31",2014-08-12,224,2014-08-15,3,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",7,"2015-01-01","2015-12-31",2015-09-21,264,2015-09-23,2,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",8,"2016-01-01","2016-12-31",2016-06-23,175,2016-06-30,7,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",10,"2018-01-01","2018-12-31",2018-06-12,163,2018-06-16,4,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",11,"2019-01-01","2019-12-31",2019-06-06,157,2019-06-10,4,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",12,"2020-01-01","2020-12-31",2020-05-31,152,2020-06-04,4,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",13,"2021-01-01","2021-12-31",2021-06-05,156,2021-06-08,3,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",14,"2022-01-01","2022-12-31",2022-05-31,151,2022-06-04,4,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",15,"2023-01-01","2023-12-31",2023-06-01,152,2023-06-22,21,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",16,"2024-01-01","2024-12-31",2024-05-10,131,2024-06-13,34,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",17,"2025-01-01","2025-12-31",2025-05-15,135,2025-08-15,92,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",18,"2026-01-01","2026-12-31",2026-06-04,155,NA,NA,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",5,"2013-01-01","2013-12-31",2013-06-17,168,2013-06-24,7,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",6,"2014-01-01","2014-12-31",2014-06-09,160,2014-06-13,4,2,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",7,"2015-01-01","2015-12-31",2015-05-26,146,2015-06-11,16,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",8,"2016-01-01","2016-12-31",2016-06-09,161,2016-06-16,7,2,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",10,"2018-01-01","2018-12-31",2018-06-12,163,2018-06-16,4,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",11,"2019-01-01","2019-12-31",2019-06-06,157,2019-06-10,4,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",12,"2020-01-01","2020-12-31",2020-05-31,152,2020-06-04,4,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",13,"2021-01-01","2021-12-31",2021-06-11,162,2021-08-31,81,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",14,"2022-01-01","2022-12-31",2022-06-04,155,2022-07-14,40,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",16,"2024-01-01","2024-12-31",2024-06-27,179,2024-07-01,4,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",17,"2025-01-01","2025-12-31",2025-05-15,135,2025-08-15,92,1,0
"offset",39582,5523,43.692337,-70.270424,21,"ME",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",18,"2026-01-01","2026-12-31",2026-06-04,155,NA,NA,1,0
"offset",39620,10219,44.989334,-93.197121,282,"MN",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-12,132,NA,NA,1,0
"offset",39620,10219,44.989334,-93.197121,282,"MN",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",5,"2013-01-01","2013-12-31",2013-05-22,142,NA,NA,1,0
"offset",39621,10219,44.989334,-93.197121,282,"MN",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-12,132,NA,NA,1,0
"offset",39621,10219,44.989334,-93.197121,282,"MN",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",5,"2013-01-01","2013-12-31",2013-05-22,142,NA,NA,1,0
"offset",39622,10219,44.989334,-93.197121,282,"MN",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-12,132,NA,NA,1,0
"offset",39622,10219,44.989334,-93.197121,282,"MN",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",5,"2013-01-01","2013-12-31",2013-05-22,142,NA,NA,1,0
"offset",39623,10219,44.989334,-93.197121,282,"MN",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-12,132,NA,NA,1,0
"offset",39623,10219,44.989334,-93.197121,282,"MN",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",5,"2013-01-01","2013-12-31",2013-05-22,142,NA,NA,1,0
"offset",39624,10219,44.989334,-93.197121,282,"MN",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-12,132,NA,NA,1,0
"offset",39624,10219,44.989334,-93.197121,282,"MN",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",5,"2013-01-01","2013-12-31",2013-05-22,142,NA,NA,1,0
"offset",39753,10276,38.98407,-74.93502,5,"NJ",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-04-12,102,NA,NA,1,0
"offset",40084,10316,37.228489,-80.422836,639,"VA",101,"Quercus","macrocarpa","bur oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-04-15,105,2013-04-22,7,1,0
"offset",41033,10457,43.0774,-70.910919,19,"NH",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-09,129,2013-05-16,7,1,0
"offset",43726,9797,35.17942,-97.447586,338,"OK",101,"Quercus","macrocarpa","bur oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-04-15,105,NA,NA,1,0
"offset",43727,9797,35.17942,-97.447586,338,"OK",101,"Quercus","macrocarpa","bur oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-04-15,105,NA,NA,1,0
"offset",43730,9797,35.17942,-97.447586,338,"OK",101,"Quercus","macrocarpa","bur oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-04-15,105,NA,NA,2,0
"offset",45088,11107,43.096924,-70.950233,17,"NH",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-02,122,2013-05-09,7,1,0
"offset",45094,11108,43.115292,-70.885231,18,"NH",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-02,122,2013-05-09,7,1,0
"offset",45140,9083,40.178272,-77.116959,157,"PA",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-30,150,2013-05-31,1,1,0
"offset",45140,9083,40.178272,-77.116959,157,"PA",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",6,"2014-01-01","2014-12-31",2014-05-21,141,2014-06-09,19,1,0
"offset",45140,9083,40.178272,-77.116959,157,"PA",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",7,"2015-01-01","2015-12-31",2015-05-14,134,2015-05-20,6,1,0
"offset",45140,9083,40.178272,-77.116959,157,"PA",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",8,"2016-01-01","2016-12-31",2016-05-18,139,2016-08-25,99,2,0
"offset",45140,9083,40.178272,-77.116959,157,"PA",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",9,"2017-01-01","2017-12-31",2017-05-03,123,2017-08-24,113,1,0
"offset",45140,9083,40.178272,-77.116959,157,"PA",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",10,"2018-01-01","2018-12-31",2018-04-25,115,2018-09-06,134,1,0
"offset",45140,9083,40.178272,-77.116959,157,"PA",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",15,"2023-01-01","2023-12-31",2023-04-17,107,2023-10-04,170,1,0
"offset",45140,9083,40.178272,-77.116959,157,"PA",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",7,"2015-01-01","2015-12-31",2015-05-20,140,2015-08-27,99,1,0
"offset",45140,9083,40.178272,-77.116959,157,"PA",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",8,"2016-01-01","2016-12-31",2016-05-18,139,2016-08-25,99,1,0
"offset",45422,11153,33.966507,-83.381767,213,"GA",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-20,140,NA,NA,1,0
"offset",45467,11154,38.799816,-94.690666,311,"KS",101,"Quercus","macrocarpa","bur oak","Plantae",371,"Breaking leaf buds",7,"2015-01-01","2015-12-31",2015-04-22,112,2015-04-29,7,1,0
"offset",45467,11154,38.799816,-94.690666,311,"KS",101,"Quercus","macrocarpa","bur oak","Plantae",501,"Open flowers",7,"2015-01-01","2015-12-31",2015-10-09,282,2015-10-21,12,2,0
"offset",45471,11154,38.799816,-94.690666,311,"KS",101,"Quercus","macrocarpa","bur oak","Plantae",371,"Breaking leaf buds",7,"2015-01-01","2015-12-31",2015-04-22,112,2015-04-29,7,1,0
"offset",46160,11209,42.307365,-71.120773,25,"MA",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",5,"2013-01-01","2013-12-31",2013-05-04,124,NA,NA,1,0
"offset",46160,11209,42.307365,-71.120773,25,"MA",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",5,"2013-01-01","2013-12-31",2013-05-04,124,NA,NA,1,0
"offset",50003,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",8,"2016-01-01","2016-12-31",2016-04-24,115,2016-04-26,2,1,0
"offset",50003,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",10,"2018-01-01","2018-12-31",2018-04-27,117,2018-05-07,10,1,0
"offset",50003,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",13,"2021-01-01","2021-12-31",2021-04-19,109,2021-05-01,12,2,0
"offset",50003,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",14,"2022-01-01","2022-12-31",2022-04-20,110,2022-05-02,12,2,0
"offset",50003,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",15,"2023-01-01","2023-12-31",2023-04-17,107,2023-05-02,15,1,0
"offset",50003,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",8,"2016-01-01","2016-12-31",2016-04-26,117,2016-05-01,5,2,0
"offset",50003,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",13,"2021-01-01","2021-12-31",2021-04-19,109,2021-05-01,12,1,0
"offset",50004,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",8,"2016-01-01","2016-12-31",2016-04-24,115,2016-04-26,2,2,0
"offset",50004,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",10,"2018-01-01","2018-12-31",2018-04-27,117,2018-05-07,10,1,0
"offset",50004,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",14,"2022-01-01","2022-12-31",2022-04-06,96,2022-04-20,14,2,0
"offset",50004,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",16,"2024-01-01","2024-12-31",2024-04-15,106,NA,NA,1,0
"offset",50004,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",10,"2018-01-01","2018-12-31",2018-04-27,117,2018-05-07,10,1,0
"offset",50006,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",8,"2016-01-01","2016-12-31",2016-04-26,117,2016-05-01,5,1,0
"offset",50006,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",10,"2018-01-01","2018-12-31",2018-04-27,117,2018-05-07,10,1,0
"offset",50006,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",13,"2021-01-01","2021-12-31",2021-04-19,109,2021-05-01,12,1,0
"offset",50006,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",14,"2022-01-01","2022-12-31",2022-03-27,86,2022-04-04,8,1,0
"offset",50006,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",13,"2021-01-01","2021-12-31",2021-03-20,79,2021-03-22,2,1,0
"offset",50008,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",8,"2016-01-01","2016-12-31",2016-04-24,115,2016-04-26,2,1,0
"offset",50008,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",10,"2018-01-01","2018-12-31",2018-04-27,117,2018-05-07,10,1,0
"offset",50008,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",371,"Breaking leaf buds",14,"2022-01-01","2022-12-31",2022-04-20,110,2022-05-02,12,2,0
"offset",50008,11896,35.460716,-83.811615,564,"NC",100,"Quercus","alba","white oak","Plantae",501,"Open flowers",8,"2016-01-01","2016-12-31",2016-04-26,117,2016-05-01,5,2,0
